fid	duration_s	comp_ratio	wer	stoi	pesq	secs	utmos
1089_134686_000002_000001	5.97	2.0	None	0.8954612361090869	2.034989595413208	0.9120565056800842	None
1089_134686_000007_000005	5.31	1.9953051643192488	None	0.9099491357984888	1.8375329971313477	0.8929963111877441	None
1089_134686_000009_000003	6.03	1.9958677685950412	None	0.8870919572287771	1.6131720542907715	0.9020947217941284	None
1089_134686_000009_000008	5.77	2.0	None	0.8866189480916108	1.571324110031128	0.9177011251449585	None
1089_134686_000015_000003	5.57	2.0	None	0.8985566047025164	2.089757204055786	0.892501711845398	None
